idsensore,tipologia,unit_dimisura,idstazione,nomestazione,quota,provincia,datastart,storico,cgb_nord,cgb_est,lng,lat,location,:@computed_region_af5v_nc64,datastop
32410,Velocità Vento,m/s,1680,Vilminore di Scalve Presolana,1856,BG,2017-11-15T00:00:00.000,N,5092483,580679,10.04157800,45.98117244,"{'type': 'Point', 'coordinates': [10.041578, 45.98117244]}",1,
32407,Direzione Vento,°,1680,Vilminore di Scalve Presolana,1856,BG,2017-11-15T00:00:00.000,N,5092483,580679,10.04157800,45.98117244,"{'type': 'Point', 'coordinates': [10.041578, 45.98117244]}",1,
11818,Velocità Vento,m/s,148,Arconate SMR,182,MI,2012-01-27T00:00:00.000,N,5043898,488082,8.84732669,45.54852147,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",8,
17506,Radiazione Globale,W/m²,816,Sermide e Felonica SP 91,10,MN,2018-10-21T00:00:00.000,N,4987208,680433,11.28993625,45.01536422,"{'type': 'Point', 'coordinates': [11.28993625, 45.01536422]}",,
11811,Velocità Vento,m/s,1202,Vercana,980,CO,2012-04-02T00:00:00.000,N,5114303,525058,9.32468906,46.18185467,"{'type': 'Point', 'coordinates': [9.32468906, 46.18185467]}",7,
2152,Precipitazione,mm,111,Cassina Valsassina Moggio,1234,LC,2002-01-01T00:00:00.000,N,5084512,538583,9.49750222,45.91309369,"{'type': 'Point', 'coordinates': [9.49750222, 45.91309369]}",5,
4051,Umidità Relativa,%,146,Mezzoldo Passo S.Marco,1824,BG,2003-05-23T00:00:00.000,N,5098490,548644,9.62865186,46.03826280,"{'type': 'Point', 'coordinates': [9.62865186, 46.0382628]}",1,
14284,Temperatura,°C,1347,Barzio Piani di Bobbio,1713,LC,2012-10-14T00:00:00.000,N,5089669,538832,9.50113918,45.95949713,"{'type': 'Point', 'coordinates': [9.50113918, 45.95949713]}",5,
6992,Temperatura,°C,679,Valmadrera v.Pozzi,247,LC,2006-02-02T00:00:00.000,N,5076576,527307,9.35166247,45.84221272,"{'type': 'Point', 'coordinates': [9.35166247, 45.84221272]}",5,
9076,Direzione Vento,°,1211,Castronno,379,VA,2004-01-01T00:00:00.000,N,5066146,486058,8.82076322,45.74873297,"{'type': 'Point', 'coordinates': [8.82076322, 45.74873297]}",3,
19301,Direzione Vento,°,1514,Carenno centro sportivo,633,LC,2014-07-18T00:00:00.000,N,5072042,536210,9.46596925,45.80099390,"{'type': 'Point', 'coordinates': [9.46596925, 45.8009939]}",5,
2364,Radiazione Globale,W/m²,125,Castello d'Agogna,106,PV,1998-07-21T00:00:00.000,N,5010411,476502,8.70057165,45.24680044,"{'type': 'Point', 'coordinates': [8.70057165, 45.24680044]}",6,
14237,Velocità Vento,m/s,1345,Piazzatorre,966,BG,2012-10-13T00:00:00.000,N,5093546,553689,9.69328479,45.99338359,"{'type': 'Point', 'coordinates': [9.69328479, 45.99338359]}",1,
2385,Precipitazione,mm,127,Casatenovo tetto,360,LC,2003-11-10T00:00:00.000,N,5060979,524066,9.30914481,45.70194614,"{'type': 'Point', 'coordinates': [9.30914481, 45.70194614]}",5,
8025,Precipitazione,mm,847,Carona Carisole,1954,BG,1993-07-01T00:00:00.000,N,5098634,561423,9.79379959,46.03852339,"{'type': 'Point', 'coordinates': [9.79379959, 46.03852339]}",1,
8110,Livello Idrometrico,cm,826,Gavardo SP 116,205,BS,1998-01-01T00:00:00.000,N,5049767,612403,10.44108528,45.59235897,"{'type': 'Point', 'coordinates': [10.44108528, 45.59235897]}",2,
12754,Umidità Relativa,%,28,Chiesa in Valmalenco Alpe Entova,1905,SO,2020-11-18T00:00:00.000,N,5130098,564213,9.83412892,46.32141817,"{'type': 'Point', 'coordinates': [9.83412892, 46.32141817]}",7,
6184,Umidità Relativa,%,513,Trezzo sull'Adda v.Nenni,199,MI,2001-02-22T00:00:00.000,N,5051253,539618,9.50813400,45.61370028,"{'type': 'Point', 'coordinates': [9.508134, 45.61370028]}",8,
19293,Temperatura,°C,1514,Carenno centro sportivo,633,LC,2018-05-08T00:00:00.000,N,5072042,536210,9.46596925,45.80099390,"{'type': 'Point', 'coordinates': [9.46596925, 45.8009939]}",5,
14518,Temperatura,°C,1372,Garzeno,581,CO,2013-07-25T00:00:00.000,N,5108761,519145,9.24782090,46.13215260,"{'type': 'Point', 'coordinates': [9.2478209, 46.1321526]}",7,
19024,Radiazione Globale,W/m²,1422,Bergamo v.Maffei,249,BG,2013-11-06T00:00:00.000,N,5060404,552526,9.67466286,45.69520255,"{'type': 'Point', 'coordinates': [9.67466286, 45.69520255]}",1,
9119,Precipitazione,mm,1218,Ardesio Valcanale,1002,BG,2004-01-01T00:00:00.000,N,5088916,566917,9.86343400,45.95056364,"{'type': 'Point', 'coordinates': [9.863434, 45.95056364]}",1,
17481,Velocità Vento,m/s,1873,Abbiategrasso Strada Casalina,115,MI,2018-12-28T00:00:00.000,N,5026799,491367,8.88970564,45.39465495,"{'type': 'Point', 'coordinates': [8.88970564, 45.39465495]}",8,
2103,Precipitazione,mm,107,Sondrio Fond.Fojanini,307,SO,2001-01-29T00:00:00.000,N,5113016,565691,9.85094015,46.16755337,"{'type': 'Point', 'coordinates': [9.85094015, 46.16755337]}",7,
19376,Umidità Relativa,%,1651,Morbegno eliporto,230,SO,2016-09-23T00:00:00.000,N,5109394,545135,9.58432198,46.13664246,"{'type': 'Point', 'coordinates': [9.58432198, 46.13664246]}",7,
11761,Velocità Vento,m/s,900,Chiari,140,BS,2004-05-19T00:00:00.000,N,5041392,573236,9.93777821,45.52222206,"{'type': 'Point', 'coordinates': [9.93777821, 45.52222206]}",2,
14320,Umidità Relativa,%,823,Piazza Brembana vivaio,510,BG,2012-10-21T00:00:00.000,N,5088280,552145,9.67277767,45.94611233,"{'type': 'Point', 'coordinates': [9.67277767, 45.94611233]}",1,
11984,Umidità Relativa,%,851,Treviso Bresciano Cavacca,1147,BS,2012-01-10T00:00:00.000,N,5064493,616659,10.49916675,45.72416486,"{'type': 'Point', 'coordinates': [10.49916675, 45.72416486]}",2,
14365,Precipitazione,mm,1359,Breno Lago Della Vacca,2410,BS,2012-12-09T00:00:00.000,N,5090337,611798,10.44272870,45.95749967,"{'type': 'Point', 'coordinates': [10.4427287, 45.95749967]}",7,
32355,Precipitazione,mm,1807,Ispra JRC,249,VA,2022-04-21T00:00:00.000,N,5072552,471760,8.63656270,45.80595188,"{'type': 'Point', 'coordinates': [8.6365627, 45.80595188]}",3,
4034,Temperatura,°C,144,Madesimo Spluga,1915,SO,2000-11-19T00:00:00.000,N,5146513,526726,9.34812808,46.47166446,"{'type': 'Point', 'coordinates': [9.34812808, 46.47166446]}",7,
17536,Umidità Relativa,%,60,Villa di Chiavenna,665,SO,2019-06-26T00:00:00.000,N,5131062,539410,9.51204364,46.33199472,"{'type': 'Point', 'coordinates': [9.51204364, 46.33199472]}",7,
10554,Precipitazione,mm,554,Saronno v.Santuario,212,VA,2010-07-06T00:00:00.000,N,5052646,502058,9.02640138,45.62735705,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",3,
12025,Temperatura,°C,1297,Spinadesco v.Battisti,48,CR,2011-02-03T00:00:00.000,N,5000087,573153,9.93059842,45.15047339,"{'type': 'Point', 'coordinates': [9.93059842, 45.15047339]}",4,
5864,Temperatura,°C,594,Bergamo v.Goisis,290,BG,1996-09-13T00:00:00.000,N,5062715,553620,9.68896994,45.71591825,"{'type': 'Point', 'coordinates': [9.68896994, 45.71591825]}",1,
10658,Temperatura,°C,1898,Valganna Mondonico,665,VA,2020-05-18T00:00:00.000,N,5084612,485317,8.81066630,45.91491984,"{'type': 'Point', 'coordinates': [8.8106663, 45.91491984]}",3,
14253,Precipitazione,mm,1346,Campodolcino Alpe Motta,1880,SO,2012-10-17T00:00:00.000,N,5141127,528341,9.36883561,46.42312151,"{'type': 'Point', 'coordinates': [9.36883561, 46.42312151]}",7,
17468,Velocità Vento,m/s,58,Carona Lago Fregabolgia,1955,BG,2018-10-21T00:00:00.000,N,5097125,566799,9.86305936,46.02444861,"{'type': 'Point', 'coordinates': [9.86305936, 46.02444861]}",1,
8114,Livello Idrometrico,cm,862,Lodi v. X Maggio,64,LO,1998-07-24T00:00:00.000,N,5018523,539869,9.50869728,45.31908319,"{'type': 'Point', 'coordinates': [9.50869728, 45.31908319]}",8,
14687,Umidità Relativa,%,1420,Gordona,1362,SO,2014-03-20T00:00:00.000,N,5126494,526127,9.33920315,46.29151911,"{'type': 'Point', 'coordinates': [9.33920315, 46.29151911]}",7,
11817,Velocità Vento,m/s,146,Mezzoldo Passo S.Marco,1824,BG,2012-01-27T00:00:00.000,N,5098490,548644,9.62865186,46.03826280,"{'type': 'Point', 'coordinates': [9.62865186, 46.0382628]}",1,
6440,Radiazione Globale,W/m²,629,Crema v.XI febbraio,79,CR,2002-01-01T00:00:00.000,N,5023885,555127,9.70395139,45.36631075,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",4,
2271,Umidità Relativa,%,119,San Giovanni Bianco Cornalita,622,BG,2001-09-07T00:00:00.000,N,5079768,549604,9.63912077,45.86969697,"{'type': 'Point', 'coordinates': [9.63912077, 45.86969697]}",1,
2466,Direzione Vento,°,134,Corzano Bargnano,93,BS,1998-05-03T00:00:00.000,N,5031659,581271,10.03902737,45.43372847,"{'type': 'Point', 'coordinates': [10.03902737, 45.43372847]}",2,
8166,Temperatura,°C,870,Como viale Geno,200,CO,2000-07-05T00:00:00.000,N,5074080,506207,9.07990936,45.82025397,"{'type': 'Point', 'coordinates': [9.07990936, 45.82025397]}",3,
19374,Radiazione Globale,W/m²,620,Milano v.Brera,122,MI,2016-07-08T00:00:00.000,N,5035365,514782,9.18911083,45.47165828,"{'type': 'Point', 'coordinates': [9.18911083, 45.47165828]}",8,
2453,Direzione Vento,°,133,Bema,958,SO,1993-01-01T00:00:00.000,N,5105929,544001,9.56934230,46.10552765,"{'type': 'Point', 'coordinates': [9.5693423, 46.10552765]}",7,
5979,Direzione Vento,°,595,Filago v.Don Milani,190,BG,2000-02-03T00:00:00.000,N,5053519,543342,9.55609572,45.63387247,"{'type': 'Point', 'coordinates': [9.55609572, 45.63387247]}",1,
2129,Precipitazione,mm,109,Sant'Angelo Lodigiano,60,LO,1993-03-11T00:00:00.000,N,5011978,529787,9.37965968,45.26066731,"{'type': 'Point', 'coordinates': [9.37965968, 45.26066731]}",8,
6170,Umidità Relativa,%,598,San Rocco al Porto v.Matteotti,50,LO,2002-01-23T00:00:00.000,N,4992297,555154,9.70079278,45.08199189,"{'type': 'Point', 'coordinates': [9.70079278, 45.08199189]}",8,
9381,Umidità Relativa,%,1238,Val Masino S.Martino,943,SO,2008-12-17T00:00:00.000,N,5121068,548737,9.63217806,46.24144667,"{'type': 'Point', 'coordinates': [9.63217806, 46.24144667]}",7,
8385,Livello Idrometrico,cm,874,Sarnico v. Roma,197,BG,2001-04-12T00:00:00.000,N,5057377,574538,9.95688896,45.66594103,"{'type': 'Point', 'coordinates': [9.95688896, 45.66594103]}",1,
17454,Velocità Vento,m/s,1871,Tavernola Bergamasca Gallinarga,185,BG,2018-11-27T00:00:00.000,N,5060849,582076,10.05422004,45.69633020,"{'type': 'Point', 'coordinates': [10.05422004, 45.6963302]}",1,
8015,Precipitazione,mm,833,Gerola Alta Pescegallo,1875,SO,1992-01-01T00:00:00.000,N,5097116,544202,9.57112074,46.02619690,"{'type': 'Point', 'coordinates': [9.57112074, 46.0261969]}",7,
17491,Umidità Relativa,%,1874,Magenta cascina Mainaga,137,MI,2018-10-30T00:00:00.000,N,5033848,488617,8.85440899,45.45806524,"{'type': 'Point', 'coordinates': [8.85440899, 45.45806524]}",8,
8019,Temperatura,°C,846,Edolo Pantano d`Avio,2108,BS,1993-05-01T00:00:00.000,N,5114768,613679,10.47282844,46.17700799,"{'type': 'Point', 'coordinates': [10.47282844, 46.17700799]}",7,
4031,Direzione Vento,°,143,Livigno Passo Foscagno,2320,SO,2002-06-02T00:00:00.000,N,5149692,592662,10.20748854,46.49442378,"{'type': 'Point', 'coordinates': [10.20748854, 46.49442378]}",7,
8225,Temperatura,°C,873,Ponti sul Mincio Monzambano,62,MN,2003-07-01T00:00:00.000,N,5027985,633560,10.70629600,45.39264211,"{'type': 'Point', 'coordinates': [10.706296, 45.39264211]}",4,
4067,Umidità Relativa,%,148,Arconate SMR,182,MI,2002-07-02T00:00:00.000,N,5043898,488082,8.84732669,45.54852147,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",8,
2621,Umidità Relativa,%,214,Bigarello,15,MN,2009-11-25T00:00:00.000,N,5005622,648246,10.88713700,45.18849864,"{'type': 'Point', 'coordinates': [10.887137, 45.18849864]}",4,
9763,Direzione Vento,°,832,Lanzada Palù,2151,SO,1992-01-01T00:00:00.000,N,5126972,568128,9.88452786,46.29290690,"{'type': 'Point', 'coordinates': [9.88452786, 46.2929069]}",7,
14703,Velocità Vento,m/s,856,Fortunago,501,PV,2013-12-11T00:00:00.000,N,4973248,515391,9.19499417,44.91250111,"{'type': 'Point', 'coordinates': [9.19499417, 44.91250111]}",6,
22006,Umidità Relativa,%,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,2019-10-14T00:00:00.000,N,5067376,591417,10.17540709,45.75389593,"{'type': 'Point', 'coordinates': [10.17540709, 45.75389593]}",2,
14039,Umidità Relativa,%,836,Aprica,1950,SO,2012-02-27T00:00:00.000,N,5109097,588704,10.14826598,46.12968795,"{'type': 'Point', 'coordinates': [10.14826598, 46.12968795]}",7,
19401,Temperatura,°C,1652,Tirano eliporto,481,SO,2016-12-07T00:00:00.000,N,5118967,591186,10.18226719,46.21817780,"{'type': 'Point', 'coordinates': [10.18226719, 46.2181778]}",7,
2611,Direzione Vento,°,212,Canzo,1233,CO,2008-11-26T00:00:00.000,N,5077224,524701,9.31813681,45.84814356,"{'type': 'Point', 'coordinates': [9.31813681, 45.84814356]}",3,
19340,Velocità Vento,m/s,1551,Premana v.Luciani papa,910,LC,2015-07-08T00:00:00.000,N,5099899,532481,9.41987800,46.05190000,"{'type': 'Point', 'coordinates': [9.419878, 46.0519]}",5,
17593,Radiazione Globale,W/m²,1889,Val Masino Merdarola,2280,SO,2019-08-01T00:00:00.000,N,5119691,544851,9.58163635,46.22931619,"{'type': 'Point', 'coordinates': [9.58163635, 46.22931619]}",7,
19428,Precipitazione,mm,1657,Mariano Comense campo sportivo,255,CO,2017-10-11T00:00:00.000,N,5059052,513843,9.17777300,45.68488400,"{'type': 'Point', 'coordinates': [9.177773, 45.684884]}",3,
2362,Umidità Relativa,%,125,Castello d'Agogna,106,PV,1993-01-01T00:00:00.000,N,5010411,476502,8.70057165,45.24680044,"{'type': 'Point', 'coordinates': [8.70057165, 45.24680044]}",6,
6137,Velocità Vento,m/s,513,Trezzo sull'Adda v.Nenni,199,MI,2001-02-22T00:00:00.000,N,5051253,539618,9.50813400,45.61370028,"{'type': 'Point', 'coordinates': [9.508134, 45.61370028]}",8,
8583,Precipitazione,mm,999,Laveno-Mombello Poggio S.Elsa,950,VA,1999-06-23T00:00:00.000,N,5084222,471939,8.63818571,45.91099372,"{'type': 'Point', 'coordinates': [8.63818571, 45.91099372]}",3,
14517,Precipitazione,mm,1372,Garzeno,581,CO,2013-07-25T00:00:00.000,N,5108761,519145,9.24782090,46.13215260,"{'type': 'Point', 'coordinates': [9.2478209, 46.1321526]}",7,
11217,Velocità Vento,m/s,1222,Cavargna,1100,CO,2012-04-02T00:00:00.000,N,5104225,508568,9.11084686,46.09155206,"{'type': 'Point', 'coordinates': [9.11084686, 46.09155206]}",7,
4016,Precipitazione,mm,141,Vertemate con Minoprio serre,310,CO,2009-02-04T00:00:00.000,N,5062832,506653,9.08548850,45.71901089,"{'type': 'Point', 'coordinates': [9.0854885, 45.71901089]}",3,
19347,Precipitazione,mm,1560,Padenghe sul Garda v.Fondrini,187,BS,2016-07-14T00:00:00.000,N,5041631,617629,10.50612000,45.51828600,"{'type': 'Point', 'coordinates': [10.50612, 45.518286]}",2,
6823,Temperatura,°C,656,Gambara v.Parma,47,BS,1990-01-01T00:00:00.000,N,5011493,601945,10.29913000,45.24955194,"{'type': 'Point', 'coordinates': [10.29913, 45.24955194]}",2,
17472,Umidità Relativa,%,1871,Tavernola Bergamasca Gallinarga,185,BG,2018-11-27T00:00:00.000,N,5060849,582076,10.05422004,45.69633020,"{'type': 'Point', 'coordinates': [10.05422004, 45.6963302]}",1,
8187,Temperatura,°C,905,Cevo,1128,BS,2003-06-18T00:00:00.000,N,5103920,606529,10.37778231,46.08055608,"{'type': 'Point', 'coordinates': [10.37778231, 46.08055608]}",7,
9395,Umidità Relativa,%,1209,Rota d'Imagna,674,BG,2009-01-23T00:00:00.000,N,5076380,539709,9.51135208,45.83984475,"{'type': 'Point', 'coordinates': [9.51135208, 45.83984475]}",1,
22009,Velocità Vento,m/s,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,2019-10-14T00:00:00.000,N,5067376,591417,10.17540709,45.75389593,"{'type': 'Point', 'coordinates': [10.17540709, 45.75389593]}",2,
9741,Direzione Vento,°,900,Chiari,140,BS,2004-05-19T00:00:00.000,N,5041392,573236,9.93777821,45.52222206,"{'type': 'Point', 'coordinates': [9.93777821, 45.52222206]}",2,
14083,Direzione Vento,°,1325,Collio Memmo,1069,BS,2012-03-15T00:00:00.000,N,5073930,602209,10.31552778,45.81136111,"{'type': 'Point', 'coordinates': [10.31552778, 45.81136111]}",2,
8386,Livello Idrometrico,cm,880,Valmadrera Malgrate,222,LC,2002-07-29T00:00:00.000,N,5078101,529084,9.37463839,45.85586528,"{'type': 'Point', 'coordinates': [9.37463839, 45.85586528]}",5,
9756,Direzione Vento,°,835,Valdisotto Oga S. Colombano,2300,SO,1992-01-01T00:00:00.000,N,5145272,600293,10.30596404,46.45356516,"{'type': 'Point', 'coordinates': [10.30596404, 46.45356516]}",7,
14473,Umidità Relativa,%,1367,Bagolino SP669,775,BS,2012-12-12T00:00:00.000,N,5077140,612773,10.45219900,45.83860244,"{'type': 'Point', 'coordinates': [10.452199, 45.83860244]}",2,
19363,Temperatura,°C,1559,Dervio v.S.Cecilia,198,LC,2016-07-05T00:00:00.000,N,5101755,523618,9.30538273,46.06896591,"{'type': 'Point', 'coordinates': [9.30538273, 46.06896591]}",5,
9761,Direzione Vento,°,848,Livigno La Vallaccia,2660,SO,1993-09-11T00:00:00.000,N,5147768,591251,10.18873661,46.47730866,"{'type': 'Point', 'coordinates': [10.18873661, 46.47730866]}",7,
9092,Precipitazione,mm,1212,Castione della Presolana,1180,BG,2004-01-01T00:00:00.000,N,5086647,582441,10.06332908,45.92845581,"{'type': 'Point', 'coordinates': [10.06332908, 45.92845581]}",1,
14741,Precipitazione,mm,1546,Rho Scalo Fiorenza - Prato,143,MI,2015-02-24T00:00:00.000,N,5040479,506867,9.08792330,45.51781084,"{'type': 'Point', 'coordinates': [9.0879233, 45.51781084]}",8,
6185,Umidità Relativa,%,503,Milano P.zza Zavattari,122,MI,2002-04-22T00:00:00.000,N,5035847,511082,9.14178666,45.47606529,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",8,
17527,Radiazione Globale,W/m²,874,Sarnico v. Roma,197,BG,2018-10-21T00:00:00.000,N,5057377,574538,9.95688896,45.66594103,"{'type': 'Point', 'coordinates': [9.95688896, 45.66594103]}",1,
14607,Umidità Relativa,%,1380,Tremezzo,309,CO,2013-04-18T00:00:00.000,N,5092705,516580,9.21405890,45.98771670,"{'type': 'Point', 'coordinates': [9.2140589, 45.9877167]}",7,
9077,Direzione Vento,°,1202,Vercana,980,CO,2005-01-15T00:00:00.000,N,5114303,525058,9.32468906,46.18185467,"{'type': 'Point', 'coordinates': [9.32468906, 46.18185467]}",7,
3,Livello Idrometrico,cm,3,Sondalo Le Prese,950,SO,1987-11-24T00:00:00.000,N,5133847,604242,10.35482014,46.35017631,"{'type': 'Point', 'coordinates': [10.35482014, 46.35017631]}",7,
14363,Velocità Vento,m/s,1359,Breno Lago Della Vacca,2410,BS,2012-12-09T00:00:00.000,N,5090337,611798,10.44272870,45.95749967,"{'type': 'Point', 'coordinates': [10.4427287, 45.95749967]}",7,
8180,Temperatura,°C,895,Soncino v. Brescia,87,CR,2000-01-01T00:00:00.000,N,5027680,569678,9.89027567,45.39916950,"{'type': 'Point', 'coordinates': [9.89027567, 45.3991695]}",4,
14089,Umidità Relativa,%,1326,Toscolano-Maderno,70,BS,2012-03-22T00:00:00.000,N,5054923,626016,10.61687842,45.63641172,"{'type': 'Point', 'coordinates': [10.61687842, 45.63641172]}",2,
19022,Temperatura,°C,1422,Bergamo v.Maffei,249,BG,2013-10-01T00:00:00.000,N,5060404,552526,9.67466286,45.69520255,"{'type': 'Point', 'coordinates': [9.67466286, 45.69520255]}",1,
11168,Direzione Vento,°,1230,San Giacomo Filippo Lago Truzzo,2064,SO,2011-10-02T00:00:00.000,N,5134156,524616,9.31999148,46.36053879,"{'type': 'Point', 'coordinates': [9.31999148, 46.36053879]}",7,
11748,Velocità Vento,m/s,134,Corzano Bargnano,93,BS,1998-05-03T00:00:00.000,N,5031659,581271,10.03902737,45.43372847,"{'type': 'Point', 'coordinates': [10.03902737, 45.43372847]}",2,
4083,Umidità Relativa,%,150,Pieve San Giacomo,39,CR,2002-07-04T00:00:00.000,N,4997179,594005,10.19526123,45.12182840,"{'type': 'Point', 'coordinates': [10.19526123, 45.1218284]}",4,
14661,Precipitazione,mm,1382,Veddasca Monte Cadrigna,1302,VA,2013-07-19T00:00:00.000,N,5102054,482122,8.76881513,46.07182708,"{'type': 'Point', 'coordinates': [8.76881513, 46.07182708]}",3,
2597,Umidità Relativa,%,205,Montevecchia cascina Butto,385,LC,2014-10-06T00:00:00.000,N,5061321,529882,9.38387611,45.70480511,"{'type': 'Point', 'coordinates': [9.38387611, 45.70480511]}",5,
8009,Altezza Neve,cm,835,Valdisotto Oga S. Colombano,2300,SO,1992-01-01T00:00:00.000,N,5145272,600293,10.30596404,46.45356516,"{'type': 'Point', 'coordinates': [10.30596404, 46.45356516]}",7,
5861,Precipitazione,mm,586,Costa Volpino v.Nazionale,192,BG,1992-01-01T00:00:00.000,N,5075429,585212,10.09707131,45.82716061,"{'type': 'Point', 'coordinates': [10.09707131, 45.82716061]}",1,
8016,Temperatura,°C,836,Aprica,1950,SO,1992-01-01T00:00:00.000,N,5109097,588704,10.14826598,46.12968795,"{'type': 'Point', 'coordinates': [10.14826598, 46.12968795]}",7,
58,Temperatura,°C,35,Caspoggio Piazzo Cavalli,1719,SO,1989-10-27T00:00:00.000,N,5122179,567130,9.87088700,46.24987200,"{'type': 'Point', 'coordinates': [9.870887, 46.249872]}",7,
17419,Direzione Vento,°,1862,Broni,77,PV,2018-03-22T00:00:00.000,N,4987916,517630,9.22386082,45.04448039,"{'type': 'Point', 'coordinates': [9.22386082, 45.04448039]}",6,
17450,Precipitazione,mm,1871,Tavernola Bergamasca Gallinarga,185,BG,2018-11-27T00:00:00.000,N,5060849,582076,10.05422004,45.69633020,"{'type': 'Point', 'coordinates': [10.05422004, 45.6963302]}",1,
17451,Temperatura,°C,1871,Tavernola Bergamasca Gallinarga,185,BG,2018-11-27T00:00:00.000,N,5060849,582076,10.05422004,45.69633020,"{'type': 'Point', 'coordinates': [10.05422004, 45.6963302]}",1,
2417,Precipitazione,mm,130,Brescia ITAS Pastori,149,BS,1990-10-11T00:00:00.000,N,5042175,598502,10.26138219,45.52614578,"{'type': 'Point', 'coordinates': [10.26138219, 45.52614578]}",2,
